type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.game.units,ar$19,UnitRegistry$19,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$2,UnitRegistry$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$20,UnitRegistry$20,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$21,UnitRegistry$21,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$22,UnitRegistry$22,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$23,UnitRegistry$23,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$24,UnitRegistry$24,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$25,UnitRegistry$25,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$26,UnitRegistry$26,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$27,UnitRegistry$27,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$28,UnitRegistry$28,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$29,UnitRegistry$29,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$3,UnitRegistry$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$30,UnitRegistry$30,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$31,UnitRegistry$31,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$32,UnitRegistry$32,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$33,UnitRegistry$33,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$34,UnitRegistry$34,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$35,UnitRegistry$35,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$36,UnitRegistry$36,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$37,UnitRegistry$37,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$38,UnitRegistry$38,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$39,UnitRegistry$39,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$4,UnitRegistry$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$40,UnitRegistry$40,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$41,UnitRegistry$41,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$42,UnitRegistry$42,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$43,UnitRegistry$43,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$44,UnitRegistry$44,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$45,UnitRegistry$45,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$46,UnitRegistry$46,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$47,UnitRegistry$47,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$48,UnitRegistry$48,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$49,UnitRegistry$49,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$5,UnitRegistry$5,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$50,UnitRegistry$50,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$51,UnitRegistry$51,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$52,UnitRegistry$52,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$53,UnitRegistry$53,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$6,UnitRegistry$6,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$7,UnitRegistry$7,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$8,UnitRegistry$8,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,ar$9,UnitRegistry$9,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitRegistry 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units.b,c$1,AttackBehavior$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.buildings.AttackBehavior 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.buildings
class,com.corrodinggames.rts.game.units.b,c$2,AttackBehavior$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.buildings.AttackBehavior 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.buildings
class,com.corrodinggames.rts.game.units.b,d$1,MoveBehavior$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.buildings.MoveBehavior 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.buildings
class,com.corrodinggames.rts.game.units.b,d$2,MoveBehavior$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.buildings.MoveBehavior 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.buildings
class,com.corrodinggames.rts.game.units.custom.e,f$1,EffectManager$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.custom.effects.EffectManager 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.custom.effects
class,com.corrodinggames.rts.game.units.d.a,a$1,AbstractCommandSlot$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.slots.AbstractCommandSlot 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands.slots
class,com.corrodinggames.rts.game.units.d.a,b$1,BuildActionSlot$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.slots.BuildActionSlot 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands.slots
class,com.corrodinggames.rts.game.units.d.a,b$2,BuildActionSlot$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.slots.BuildActionSlot 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands.slots
class,com.corrodinggames.rts.game.units.d.a,b$3,BuildActionSlot$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.slots.BuildActionSlot 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands.slots
class,com.corrodinggames.rts.game.units.d.a,b$4,BuildActionSlot$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.slots.BuildActionSlot 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands.slots
class,com.corrodinggames.rts.game.units.d,c$1,ExperimentalHoverUnit$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalHoverUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,c$2,ExperimentalHoverUnit$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalHoverUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,f$1,ExperimentalWaterUnit$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalWaterUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,g$1,ExperimentalLandFactory$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalLandFactory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,g$2,ExperimentalLandFactory$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalLandFactory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,h$1,PowerGeneratorUnit$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.PowerGeneratorUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,h$2,PowerGeneratorUnit$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.PowerGeneratorUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,p$1,ExperimentalSubUnit$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.ExperimentalSubUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,q$1,UnitActionHelper$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.UnitActionHelper 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,q$2,UnitActionHelper$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.UnitActionHelper 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.d,v$1,FabricatorUnit$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.commands.FabricatorUnit 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.commands
class,com.corrodinggames.rts.game.units.e,i$1,SpecialBuilding$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.projectiles.SpecialBuilding 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.projectiles
class,com.corrodinggames.rts.game.units.e,i$2,SpecialBuilding$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.projectiles.SpecialBuilding 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.projectiles
class,com.corrodinggames.rts.game.units.g,b$1,ComponentType$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.weapons.ComponentType 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.weapons
class,com.corrodinggames.rts.game.units.g,b$2,ComponentType$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.weapons.ComponentType 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.weapons
class,com.corrodinggames.rts.game.units,h$1,Factory$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$10,Factory$10,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$11,Factory$11,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$12,Factory$12,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$13,Factory$13,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$14,Factory$14,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$15,Factory$15,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$16,Factory$16,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$17,Factory$17,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$18,Factory$18,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$19,Factory$19,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$2,Factory$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$2$1,Factory$2$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$20,Factory$20,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$21,Factory$21,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$22,Factory$22,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$23,Factory$23,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$3,Factory$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$3$1,Factory$3$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$3$2,Factory$3$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$3$3,Factory$3$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$4,Factory$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$5,Factory$5,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$6,Factory$6,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$7,Factory$7,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$8,Factory$8,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$9,Factory$9,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,h$9$1,Factory$9$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.Factory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units.h,e$1,FactoryAction5$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.debug.FactoryAction5 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.debug
class,com.corrodinggames.rts.game.units.h,e$2,FactoryAction5$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.debug.FactoryAction5 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units.debug
class,com.corrodinggames.rts.game.units,n$1,UnitCategory$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,n$2,UnitCategory$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,n$3,UnitCategory$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,n$4,UnitCategory$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,n$5,UnitCategory$5,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,n$6,UnitCategory$6,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitCategory 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,o$1,UnitBehaviorEnum$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitBehaviorEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,o$2,UnitBehaviorEnum$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitBehaviorEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,o$3,UnitBehaviorEnum$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitBehaviorEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
