fqn,group,status,project_name,fwd_value_count,supplement_members,note
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isDead,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isDead.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isEnergyRechargingBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isEnergyRechargingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isTransportUnloading,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isTransportUnloading.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayContains,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayContains.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayFunction,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayFunction.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayGet,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayGet.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayGetUnit,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayGetUnit.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArraySize,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArraySize.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$DefaultContextReader,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$DefaultContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanContext,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanContext.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanContextWithDefault,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanContextWithDefault.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanScopeOnly,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanScopeOnly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ParameterMapping,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ParameterMapping.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ParameterMapping$FieldOrMethod,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ParameterMapping$FieldOrMethod.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$VoidContextReader,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$VoidContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$CreateMarker,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$CreateMarker.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionCos,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionCos.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDirection,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDirection.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDirectionBetween,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDirectionBetween.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistance,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistance.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceBetween,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceBetween.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceBetweenSquared,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceBetweenSquared.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceSquared,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceSquared.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionInt,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionInt.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionLength,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionLength.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionMax,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionMax.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionMin,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionMin.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionRnd,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionRnd.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionSin,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionSin.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionSquareRoot,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionSquareRoot.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$LogicNumberFunctionRawArgs,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$LogicNumberFunctionRawArgs.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Debug,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Debug.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$DebugPassthrough,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$DebugPassthrough.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$LowerString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$LowerString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Playername,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Playername.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Select,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Select.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StaticString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StaticString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StringCast,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StringCast.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StringCast$NumberToStringCast,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StringCast$NumberToStringCast.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Substring,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Substring.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$TeamName,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$TeamName.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$UpperString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$UpperString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$WrappingLogicString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$WrappingLogicString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$ActiveWaypointTargetReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$ActiveWaypointTargetReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$AttachmentUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$AttachmentUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$AttackingReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$AttackingReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$ChainedUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$ChainedUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$EventSourceReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$EventSourceReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$FirstUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$FirstUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$GetAsMarker,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$GetAsMarker.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$GetOffsetAbsolute,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$GetOffsetAbsolute.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$GetOffsetRelative,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$GetOffsetRelative.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$GetOffsetRelativeStatic,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$GetOffsetRelativeStatic.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$LastDamagedByUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$LastDamagedByUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$LockedUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$LockedUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$Memory1UnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$Memory1UnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$Memory2UnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$Memory2UnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$NearestUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$NearestUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$NearestUnitReference$HandleCallbackNearest,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$NearestUnitReference$HandleCallbackNearest.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$NullUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$NullUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$ParentUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$ParentUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$PlaceholderUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$PlaceholderUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$SelfUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$SelfUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$ThisActionTargetReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$ThisActionTargetReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$TransportingUnitReference,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$TransportingUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitContextChangingBooleanByLogic,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitContextChangingBooleanByLogic.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitContextChangingContext,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitContextChangingContext.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitReferenceOrUnitType,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitReferenceOrUnitType.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$AbstractMemoryLogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$AbstractMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$Operator,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$Operator.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$WriterElement,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$WriterElement.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$WriterFactory,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$WriterFactory.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$EmptyVariableScope,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$EmptyVariableScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$KnownMemoryReadLogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$KnownMemoryReadLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$KnownMemoryScopeLogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$KnownMemoryScopeLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryNames,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryNames.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriter,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory$MemoryWriterElement,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory$MemoryWriterElement.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory$MemoryWriterElementIndex,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory$MemoryWriterElementIndex.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$ReadEventMemoryLogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$ReadEventMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$ReadUnitMemoryLogicBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$ReadUnitMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableData,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableData.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataArray,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataBoolArray,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataBoolArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataBoolean,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNull,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNull.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNumber,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNumber.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNumberArray,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNumberArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataString,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataUnit,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataUnit.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataUnitArray,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataUnitArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDefinition,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDefinition.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableMapping,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableMapping.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableName,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableName.java
com.corrodinggames.rts.gameFramework.SettingsEngine,semantic,RENAMED,com.corrodinggames.rts.gameFramework.SettingsEngine,0,137,
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$AndroidCodes,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$AndroidCodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$GdxCodes,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$GdxCodes.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$LibrocketKeys,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$LibrocketKeys.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$MissingKey,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$MissingKey.java
com.corrodinggames.rts.gameFramework.utility.SlickToAndroidKeycodes$SlickCodes,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/utility/SlickToAndroidKeycodes$SlickCodes.java
com.corrodinggames.rts.java.Main,semantic,RENAMED,com.corrodinggames.rts.java.GameLauncher,0,0,
com.corrodinggames.rts.java.Main$1,semantic,RENAMED,com.corrodinggames.rts.java.GameLauncher$1,0,0,
com.corrodinggames.rts.java.Main$2,semantic,RENAMED,com.corrodinggames.rts.java.GameLauncher$2,0,0,
com.corrodinggames.rts.java.Main$3,semantic,RENAMED,com.corrodinggames.rts.java.GameLauncher$3,0,0,
com.corrodinggames.rts.java.Main$4,semantic,RENAMED,com.corrodinggames.rts.java.GameLauncher$4,0,0,
com.corrodinggames.rts.java.audio.Audio,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/Audio.java
com.corrodinggames.rts.java.audio.AudioDevice,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/AudioDevice.java
com.corrodinggames.rts.java.audio.AudioRecorder,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/AudioRecorder.java
com.corrodinggames.rts.java.audio.Music,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/Music.java
com.corrodinggames.rts.java.audio.Music$OnCompletionListener,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/Music$OnCompletionListener.java
com.corrodinggames.rts.java.audio.Sound,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/gameFramework/platform/Sound.java;com/corrodinggames/rts/java/audio/Sound.java
com.corrodinggames.rts.java.audio.lwjgl.JavaSoundAudioRecorder,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/JavaSoundAudioRecorder.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Ogg.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$Music,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Ogg$Music.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$MusicWithThreadedLoader,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Ogg$MusicWithThreadedLoader.java
com.corrodinggames.rts.java.audio.lwjgl.Ogg$Sound,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Ogg$Sound.java
com.corrodinggames.rts.java.audio.lwjgl.OggInputStream,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OggInputStream.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio$1,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio$1.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudio$2,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALAudio$2.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALAudioDevice,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALAudioDevice.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALMusic,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALMusic.java
com.corrodinggames.rts.java.audio.lwjgl.OpenALSound,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/OpenALSound.java
com.corrodinggames.rts.java.audio.lwjgl.ThreadedWrappingAudioInputStream,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/ThreadedWrappingAudioInputStream.java
com.corrodinggames.rts.java.audio.lwjgl.Wav,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Wav.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$Music,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Wav$Music.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$Sound,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Wav$Sound.java
com.corrodinggames.rts.java.audio.lwjgl.Wav$WavInputStream,semantic,IDENTITY,,0,0,03: com/corrodinggames/rts/java/audio/lwjgl/Wav$WavInputStream.java
