jar_fqn,status,file_03
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$ThisActionTargetReference,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$ThisActionTargetReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$TransportingUnitReference,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$TransportingUnitReference.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitContextChangingBooleanByLogic,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitContextChangingBooleanByLogic.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitContextChangingContext,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitContextChangingContext.java
com.corrodinggames.rts.game.units.custom.logicBooleans.UnitReference$UnitReferenceOrUnitType,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/UnitReference$UnitReferenceOrUnitType.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope,obf-hit,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$AbstractMemoryLogicBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$AbstractMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$Operator,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$Operator.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$WriterElement,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$WriterElement.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$CachedWriter$WriterFactory,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$CachedWriter$WriterFactory.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$EmptyVariableScope,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$EmptyVariableScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$KnownMemoryReadLogicBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$KnownMemoryReadLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$KnownMemoryScopeLogicBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$KnownMemoryScopeLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryNames,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryNames.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriter,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriter.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory$MemoryWriterElement,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory$MemoryWriterElement.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$MemoryWriterFactory$MemoryWriterElementIndex,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$MemoryWriterFactory$MemoryWriterElementIndex.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$ReadEventMemoryLogicBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$ReadEventMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$ReadUnitMemoryLogicBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$ReadUnitMemoryLogicBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableData,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableData.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataArray,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataBoolArray,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataBoolArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNull,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNull.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNumber,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNumber.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataNumberArray,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataNumberArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataString,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataUnit,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataUnit.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDataUnitArray,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDataUnitArray.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableDefinition,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableDefinition.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableMapping,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableMapping.java
com.corrodinggames.rts.game.units.custom.logicBooleans.VariableScope$VariableName,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/VariableScope$VariableName.java
com.corrodinggames.rts.game.units.custom.m,semantic-hit,com/corrodinggames/rts/game/units/custom/DirectionConfig.java
com.corrodinggames.rts.game.units.custom.n,semantic-hit,com/corrodinggames/rts/game/units/custom/DirectionType.java
com.corrodinggames.rts.game.units.custom.o,semantic-hit,com/corrodinggames/rts/game/units/custom/AnimationReference.java
com.corrodinggames.rts.game.units.custom.p,semantic-hit,com/corrodinggames/rts/game/units/custom/EffectConfig.java
com.corrodinggames.rts.game.units.custom.q,semantic-hit,com/corrodinggames/rts/game/units/custom/UnitTypeComparator.java
com.corrodinggames.rts.game.units.custom.r,semantic-hit,com/corrodinggames/rts/game/units/custom/Modifier.java
com.corrodinggames.rts.game.units.custom.s,semantic-hit,com/corrodinggames/rts/game/units/custom/ModifierType.java
com.corrodinggames.rts.game.units.custom.t,semantic-hit,com/corrodinggames/rts/game/units/custom/ModifierApplier.java
com.corrodinggames.rts.game.units.custom.u,semantic-hit,com/corrodinggames/rts/game/units/custom/UnitActionDef.java
com.corrodinggames.rts.game.units.custom.v,semantic-hit,com/corrodinggames/rts/game/units/custom/ActionBinding.java
com.corrodinggames.rts.game.units.custom.w,semantic-hit,com/corrodinggames/rts/game/units/custom/CustomUnitAnimator.java
com.corrodinggames.rts.game.units.custom.x,semantic-hit,com/corrodinggames/rts/game/units/custom/CustomPhysics.java
com.corrodinggames.rts.game.units.custom.y,semantic-hit,com/corrodinggames/rts/game/units/custom/CustomSounds.java
com.corrodinggames.rts.game.units.custom.z,semantic-hit,com/corrodinggames/rts/game/units/custom/CustomVisuals.java
com.corrodinggames.rts.game.units.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.game.units.d.a,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalGroundUnit.java
com.corrodinggames.rts.game.units.d.a.a,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/AbstractCommandSlot.java
com.corrodinggames.rts.game.units.d.a.a$1,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/AbstractCommandSlot$1.java
com.corrodinggames.rts.game.units.d.a.b,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/BuildActionSlot.java
com.corrodinggames.rts.game.units.d.a.b$1,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/BuildActionSlot$1.java
com.corrodinggames.rts.game.units.d.a.b$2,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/BuildActionSlot$2.java
com.corrodinggames.rts.game.units.d.a.b$3,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/BuildActionSlot$3.java
com.corrodinggames.rts.game.units.d.a.b$4,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/BuildActionSlot$4.java
com.corrodinggames.rts.game.units.d.a.c,semantic-hit,com/corrodinggames/rts/game/units/commands/slots/FactoryBuildSlot.java
com.corrodinggames.rts.game.units.d.a.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.game.units.d.a.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.game.units.d.a.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.game.units.d.a.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.game.units.d.a.h,obf-hit,com/corrodinggames/rts/game/units/commands/slots/h.java
com.corrodinggames.rts.game.units.d.b,semantic-hit,com/corrodinggames/rts/game/units/commands/CustomGroundUnit.java
com.corrodinggames.rts.game.units.d.c,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalHoverUnit.java
com.corrodinggames.rts.game.units.d.c$1,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalHoverUnit$1.java
com.corrodinggames.rts.game.units.d.c$2,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalHoverUnit$2.java
com.corrodinggames.rts.game.units.d.d,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalUnit.java
com.corrodinggames.rts.game.units.d.e,semantic-hit,com/corrodinggames/rts/game/units/commands/CommandCenter.java
com.corrodinggames.rts.game.units.d.f,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalWaterUnit.java
com.corrodinggames.rts.game.units.d.f$1,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalWaterUnit$1.java
com.corrodinggames.rts.game.units.d.g,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalLandFactory.java
com.corrodinggames.rts.game.units.d.g$1,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalLandFactory$1.java
com.corrodinggames.rts.game.units.d.g$2,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalLandFactory$2.java
com.corrodinggames.rts.game.units.d.h,semantic-hit,com/corrodinggames/rts/game/units/commands/PowerGeneratorUnit.java
com.corrodinggames.rts.game.units.d.h$1,semantic-hit,com/corrodinggames/rts/game/units/commands/PowerGeneratorUnit$1.java
com.corrodinggames.rts.game.units.d.h$2,semantic-hit,com/corrodinggames/rts/game/units/commands/PowerGeneratorUnit$2.java
com.corrodinggames.rts.game.units.d.i,semantic-hit,com/corrodinggames/rts/game/units/commands/MobileBuilderBase.java
com.corrodinggames.rts.game.units.d.j,semantic-hit,com/corrodinggames/rts/game/units/commands/BuilderUnit.java
com.corrodinggames.rts.game.units.d.k,semantic-hit,com/corrodinggames/rts/game/units/commands/UnitFactoryHelper.java
com.corrodinggames.rts.game.units.d.l,semantic-hit,com/corrodinggames/rts/game/units/commands/CarrierUnit.java
com.corrodinggames.rts.game.units.d.m,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalBuilding.java
com.corrodinggames.rts.game.units.d.n,semantic-hit,com/corrodinggames/rts/game/units/commands/CustomBuildingUnit.java
com.corrodinggames.rts.game.units.d.o,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalAirUnit.java
com.corrodinggames.rts.game.units.d.p,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalSubUnit.java
com.corrodinggames.rts.game.units.d.p$1,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalSubUnit$1.java
com.corrodinggames.rts.game.units.d.q,semantic-hit,com/corrodinggames/rts/game/units/commands/UnitActionHelper.java
com.corrodinggames.rts.game.units.d.q$1,semantic-hit,com/corrodinggames/rts/game/units/commands/UnitActionHelper$1.java
com.corrodinggames.rts.game.units.d.q$2,semantic-hit,com/corrodinggames/rts/game/units/commands/UnitActionHelper$2.java
com.corrodinggames.rts.game.units.d.r,semantic-hit,com/corrodinggames/rts/game/units/commands/RepairBayUnit.java
com.corrodinggames.rts.game.units.d.s,semantic-hit,com/corrodinggames/rts/game/units/commands/AutoRepairCallback.java
com.corrodinggames.rts.game.units.d.t,semantic-hit,com/corrodinggames/rts/game/units/commands/Structures.java
com.corrodinggames.rts.game.units.d.u,semantic-hit,com/corrodinggames/rts/game/units/commands/UpgradeToT2Action.java
com.corrodinggames.rts.game.units.d.v,semantic-hit,com/corrodinggames/rts/game/units/commands/FabricatorUnit.java
com.corrodinggames.rts.game.units.d.v$1,semantic-hit,com/corrodinggames/rts/game/units/commands/FabricatorUnit$1.java
com.corrodinggames.rts.game.units.d.w,semantic-hit,com/corrodinggames/rts/game/units/commands/ExperimentalWallUnit.java
com.corrodinggames.rts.game.units.e,semantic-hit,com/corrodinggames/rts/game/units/BuildingBase.java
com.corrodinggames.rts.game.units.e.a,semantic-hit,com/corrodinggames/rts/game/units/projectiles/ExtractorBuilding.java
com.corrodinggames.rts.game.units.e.b,semantic-hit,com/corrodinggames/rts/game/units/projectiles/FactoryBuilding.java
com.corrodinggames.rts.game.units.e.c,semantic-hit,com/corrodinggames/rts/game/units/projectiles/Building.java
com.corrodinggames.rts.game.units.e.d,semantic-hit,com/corrodinggames/rts/game/units/projectiles/WallBuilding.java
com.corrodinggames.rts.game.units.e.e,semantic-hit,com/corrodinggames/rts/game/units/projectiles/SubBuildingType1.java
com.corrodinggames.rts.game.units.e.f,semantic-hit,com/corrodinggames/rts/game/units/projectiles/TurretBuilding.java
com.corrodinggames.rts.game.units.e.g,semantic-hit,com/corrodinggames/rts/game/units/projectiles/SubBuildingType2.java
com.corrodinggames.rts.game.units.e.h,semantic-hit,com/corrodinggames/rts/game/units/projectiles/AbstractSubBuilding.java
com.corrodinggames.rts.game.units.e.i,semantic-hit,com/corrodinggames/rts/game/units/projectiles/SpecialBuilding.java
com.corrodinggames.rts.game.units.e.i$1,semantic-hit,com/corrodinggames/rts/game/units/projectiles/SpecialBuilding$1.java
com.corrodinggames.rts.game.units.e.i$2,semantic-hit,com/corrodinggames/rts/game/units/projectiles/SpecialBuilding$2.java
com.corrodinggames.rts.game.units.e.j,semantic-hit,com/corrodinggames/rts/game/units/projectiles/AbstractBuildingBase.java
com.corrodinggames.rts.game.units.e.k,semantic-hit,com/corrodinggames/rts/game/units/projectiles/RepairBay.java
com.corrodinggames.rts.game.units.e.l,semantic-hit,com/corrodinggames/rts/game/units/projectiles/RadarBuilding.java
com.corrodinggames.rts.game.units.e.m,semantic-hit,com/corrodinggames/rts/game/units/projectiles/ShieldBuilding.java
com.corrodinggames.rts.game.units.e.n,semantic-hit,com/corrodinggames/rts/game/units/projectiles/StorageBuilding.java
com.corrodinggames.rts.game.units.e.o,semantic-hit,com/corrodinggames/rts/game/units/projectiles/PowerBuilding.java
com.corrodinggames.rts.game.units.f,semantic-hit,com/corrodinggames/rts/game/units/WaterUnit.java
com.corrodinggames.rts.game.units.f.a,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/SpatialGridCell.java
com.corrodinggames.rts.game.units.f.b,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/UnitArrayList.java
com.corrodinggames.rts.game.units.f.c,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/SpatialGrid.java
com.corrodinggames.rts.game.units.f.d,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/RectFilter.java
com.corrodinggames.rts.game.units.f.e,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/UnitFilter.java
com.corrodinggames.rts.game.units.f.f,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/QueryResult.java
com.corrodinggames.rts.game.units.f.g,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/CircleFilter.java
com.corrodinggames.rts.game.units.f.h,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/LineFilter.java
com.corrodinggames.rts.game.units.f.i,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/SpatialQuery.java
com.corrodinggames.rts.game.units.f.j,semantic-hit,com/corrodinggames/rts/game/units/pathfinding/SpatialCallback.java
com.corrodinggames.rts.game.units.g,semantic-hit,com/corrodinggames/rts/game/units/ExperimentalLandUnit.java
com.corrodinggames.rts.game.units.g.a,semantic-hit,com/corrodinggames/rts/game/units/weapons/UnitComponent.java
com.corrodinggames.rts.game.units.g.a$1,semantic-hit,com/corrodinggames/rts/game/units/weapons/UnitComponent$1.java
com.corrodinggames.rts.game.units.g.b,semantic-hit,com/corrodinggames/rts/game/units/weapons/ComponentType.java
com.corrodinggames.rts.game.units.g.b$1,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/b.java
com.corrodinggames.rts.game.units.g.b$2,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/b.java
com.corrodinggames.rts.game.units.g.c,semantic-hit,com/corrodinggames/rts/game/units/weapons/ComponentUpdater.java
com.corrodinggames.rts.game.units.g.d,semantic-hit,com/corrodinggames/rts/game/units/weapons/FloatComponent.java
com.corrodinggames.rts.game.units.g.e,semantic-hit,com/corrodinggames/rts/game/units/weapons/TimerComponent.java
com.corrodinggames.rts.game.units.h,semantic-hit,com/corrodinggames/rts/game/units/Factory.java
com.corrodinggames.rts.game.units.h$1,semantic-hit,com/corrodinggames/rts/game/units/Factory$1.java
com.corrodinggames.rts.game.units.h$10,semantic-hit,com/corrodinggames/rts/game/units/Factory$10.java
com.corrodinggames.rts.game.units.h$11,semantic-hit,com/corrodinggames/rts/game/units/Factory$11.java
com.corrodinggames.rts.game.units.h$12,semantic-hit,com/corrodinggames/rts/game/units/Factory$12.java
com.corrodinggames.rts.game.units.h$13,semantic-hit,com/corrodinggames/rts/game/units/Factory$13.java
com.corrodinggames.rts.game.units.h$14,semantic-hit,com/corrodinggames/rts/game/units/Factory$14.java
com.corrodinggames.rts.game.units.h$15,semantic-hit,com/corrodinggames/rts/game/units/Factory$15.java
com.corrodinggames.rts.game.units.h$16,semantic-hit,com/corrodinggames/rts/game/units/Factory$16.java
com.corrodinggames.rts.game.units.h$17,semantic-hit,com/corrodinggames/rts/game/units/Factory$17.java
com.corrodinggames.rts.game.units.h$18,semantic-hit,com/corrodinggames/rts/game/units/Factory$18.java
com.corrodinggames.rts.game.units.h$19,semantic-hit,com/corrodinggames/rts/game/units/Factory$19.java
com.corrodinggames.rts.game.units.h$2,semantic-hit,com/corrodinggames/rts/game/units/Factory$2.java
com.corrodinggames.rts.game.units.h$2$1,semantic-hit,com/corrodinggames/rts/game/units/Factory$2$1.java
com.corrodinggames.rts.game.units.h$20,semantic-hit,com/corrodinggames/rts/game/units/Factory$20.java
com.corrodinggames.rts.game.units.h$21,semantic-hit,com/corrodinggames/rts/game/units/Factory$21.java
com.corrodinggames.rts.game.units.h$22,semantic-hit,com/corrodinggames/rts/game/units/Factory$22.java
com.corrodinggames.rts.game.units.h$23,semantic-hit,com/corrodinggames/rts/game/units/Factory$23.java
com.corrodinggames.rts.game.units.h$3,semantic-hit,com/corrodinggames/rts/game/units/Factory$3.java
com.corrodinggames.rts.game.units.h$3$1,semantic-hit,com/corrodinggames/rts/game/units/Factory$3$1.java
com.corrodinggames.rts.game.units.h$3$2,semantic-hit,com/corrodinggames/rts/game/units/Factory$3$2.java
com.corrodinggames.rts.game.units.h$3$3,semantic-hit,com/corrodinggames/rts/game/units/Factory$3$3.java
com.corrodinggames.rts.game.units.h$4,semantic-hit,com/corrodinggames/rts/game/units/Factory$4.java
com.corrodinggames.rts.game.units.h$5,semantic-hit,com/corrodinggames/rts/game/units/Factory$5.java
com.corrodinggames.rts.game.units.h$6,semantic-hit,com/corrodinggames/rts/game/units/Factory$6.java
com.corrodinggames.rts.game.units.h$7,semantic-hit,com/corrodinggames/rts/game/units/Factory$7.java
com.corrodinggames.rts.game.units.h$8,semantic-hit,com/corrodinggames/rts/game/units/Factory$8.java
com.corrodinggames.rts.game.units.h$9,semantic-hit,com/corrodinggames/rts/game/units/Factory$9.java
com.corrodinggames.rts.game.units.h$9$1,semantic-hit,com/corrodinggames/rts/game/units/Factory$9$1.java
com.corrodinggames.rts.game.units.h.a,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction1.java
com.corrodinggames.rts.game.units.h.b,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction2.java
com.corrodinggames.rts.game.units.h.c,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction3.java
com.corrodinggames.rts.game.units.h.d,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction4.java
com.corrodinggames.rts.game.units.h.e,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction5.java
com.corrodinggames.rts.game.units.h.e$1,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction5$1.java
com.corrodinggames.rts.game.units.h.e$2,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction5$2.java
com.corrodinggames.rts.game.units.h.f,semantic-hit,com/corrodinggames/rts/game/units/debug/FactoryAction6.java
com.corrodinggames.rts.game.units.i,semantic-hit,com/corrodinggames/rts/game/units/ActionAddCredits.java
com.corrodinggames.rts.game.units.j,semantic-hit,com/corrodinggames/rts/game/units/LandUnit.java
com.corrodinggames.rts.game.units.k,semantic-hit,com/corrodinggames/rts/game/units/AirUnit.java
com.corrodinggames.rts.game.units.l,semantic-hit,com/corrodinggames/rts/game/units/HoverUnit.java
com.corrodinggames.rts.game.units.m,semantic-hit,com/corrodinggames/rts/game/units/SubmarineUnit.java
com.corrodinggames.rts.game.units.n,semantic-hit,com/corrodinggames/rts/game/units/UnitCategory.java
com.corrodinggames.rts.game.units.n$1,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.n$2,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.n$3,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.n$4,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.n$5,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.n$6,inner-via-outer,com/corrodinggames/rts/game/units/custom/actions/base/n.java
com.corrodinggames.rts.game.units.o,semantic-hit,com/corrodinggames/rts/game/units/UnitBehaviorEnum.java
com.corrodinggames.rts.game.units.o$1,inner-via-outer,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.game.units.o$2,inner-via-outer,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.game.units.o$3,inner-via-outer,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.game.units.o$4,inner-via-outer,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.game.units.o$5,inner-via-outer,com/corrodinggames/rts/appFramework/o.java
com.corrodinggames.rts.game.units.p,semantic-hit,com/corrodinggames/rts/game/units/UnitQueryFilter.java
com.corrodinggames.rts.game.units.p$1,semantic-hit,com/corrodinggames/rts/game/units/UnitQueryFilter$1.java
com.corrodinggames.rts.game.units.q,semantic-hit,com/corrodinggames/rts/game/units/SpecialActionType.java
com.corrodinggames.rts.game.units.r,semantic-hit,com/corrodinggames/rts/game/units/UnitActionEnum.java
com.corrodinggames.rts.game.units.r$1,inner-via-outer,com/corrodinggames/rts/r.java
com.corrodinggames.rts.game.units.r$2,inner-via-outer,com/corrodinggames/rts/r.java
com.corrodinggames.rts.game.units.r$3,inner-via-outer,com/corrodinggames/rts/r.java
com.corrodinggames.rts.game.units.r$4,inner-via-outer,com/corrodinggames/rts/r.java
com.corrodinggames.rts.game.units.s,semantic-hit,com/corrodinggames/rts/game/units/Position.java
com.corrodinggames.rts.game.units.t,semantic-hit,com/corrodinggames/rts/game/units/AmphibiousUnit.java
com.corrodinggames.rts.game.units.u,semantic-hit,com/corrodinggames/rts/game/units/TimedBomb.java
com.corrodinggames.rts.game.units.v,semantic-hit,com/corrodinggames/rts/game/units/DecorUnit.java
com.corrodinggames.rts.game.units.w,semantic-hit,com/corrodinggames/rts/game/units/CustomUnitBase.java
com.corrodinggames.rts.game.units.x,semantic-hit,com/corrodinggames/rts/game/units/MovableUnit.java
com.corrodinggames.rts.game.units.y,semantic-hit,com/corrodinggames/rts/game/units/UnitType.java
com.corrodinggames.rts.game.units.y$1,semantic-hit,com/corrodinggames/rts/game/units/UnitType$1.java
com.corrodinggames.rts.game.units.z,semantic-hit,com/corrodinggames/rts/game/units/WaypointTarget.java
com.corrodinggames.rts.gameFramework.SettingsEngine,obf-hit,com/corrodinggames/rts/gameFramework/SettingsEngine.java
com.corrodinggames.rts.gameFramework.a,semantic-hit,com/corrodinggames/rts/gameFramework/CollisionEngine.java
com.corrodinggames.rts.gameFramework.a.a,semantic-hit,com/corrodinggames/rts/gameFramework/platform/AndroidSoundFactory.java
com.corrodinggames.rts.gameFramework.a.b,semantic-hit,com/corrodinggames/rts/gameFramework/platform/SoundInstance.java
com.corrodinggames.rts.gameFramework.a.c,semantic-hit,com/corrodinggames/rts/gameFramework/platform/SoundPlayRequest.java
com.corrodinggames.rts.gameFramework.a.d,semantic-hit,com/corrodinggames/rts/gameFramework/platform/SoundThread.java
com.corrodinggames.rts.gameFramework.a.e,semantic-hit,com/corrodinggames/rts/gameFramework/platform/SoundRegistry.java
com.corrodinggames.rts.gameFramework.a.f,semantic-hit,com/corrodinggames/rts/gameFramework/platform/NullSoundFactory.java
com.corrodinggames.rts.gameFramework.a.g,semantic-hit,com/corrodinggames/rts/gameFramework/platform/NullSound.java
com.corrodinggames.rts.gameFramework.a.h,semantic-hit,com/corrodinggames/rts/gameFramework/platform/SoundFactory.java
com.corrodinggames.rts.gameFramework.a.i,semantic-hit,com/corrodinggames/rts/gameFramework/platform/Sound.java
com.corrodinggames.rts.gameFramework.aa,obf-hit,com/corrodinggames/rts/game/units/custom/aa.java
com.corrodinggames.rts.gameFramework.ab,semantic-hit,com/corrodinggames/rts/gameFramework/ProjectileManager.java
com.corrodinggames.rts.gameFramework.ac,semantic-hit,com/corrodinggames/rts/gameFramework/KeyBindingManager.java
com.corrodinggames.rts.gameFramework.ad,semantic-hit,com/corrodinggames/rts/gameFramework/KeyBinding.java
com.corrodinggames.rts.gameFramework.ae,semantic-hit,com/corrodinggames/rts/gameFramework/ShaderProgram.java
com.corrodinggames.rts.gameFramework.af,semantic-hit,com/corrodinggames/rts/gameFramework/TextureCache.java
com.corrodinggames.rts.gameFramework.ag,semantic-hit,com/corrodinggames/rts/gameFramework/KeyTrigger.java
com.corrodinggames.rts.gameFramework.ah,semantic-hit,com/corrodinggames/rts/gameFramework/AxisTrigger.java
com.corrodinggames.rts.gameFramework.ai,semantic-hit,com/corrodinggames/rts/gameFramework/InputProvider.java
